New Revenue by Month	Jan	Feb	Mar	Apr	May	Jun	Jul	Aug	Sep	Oct	Nov	Dec	total
Total 	Total Revenue 695,304	349,850	101,917	380,900	271,500	555,488	420,733	540,308	780,313	536,340	645,133	305,247	5,583,033
